Source,Target,Type,Id,Label,timeset,Weight,a,tender_indicator_integrity_single_bid,tender_indicator_integrity_call_for_tender_publication,tender_indicator_integrity_advertisement_period,tender_indicator_integrity_procedure_type,tender_indicator_integrity_decision_period,tender_indicator_integrity_tax_haven,tender_indicator_integrity_new_company,tender_indicator_administrative_centralized_procurement,tender_indicator_administrative_electronic_auction,tender_indicator_administrative_covered_by_gpa,tender_indicator_administrative_framework_agreement,tender_indicator_administrative_english_as_foreign_language,tender_indicator_administrative_notice_and_award_discrepancies,tender_indicator_transparency_number_of_key_missing_fields,mean_cri,cri_cat
EU_body_8968addc03be953034642dfbf6ffac2d97ed2e17a4a3fada43cb18d13ccd07b5,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,193969,,,1,194829,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_091500057b87790bb93802ed874132fb8058d291d2d6d4464192c62a05f64dce,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,193904,,,1,194764,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_8db039b60ffd9798b79d84a8365a831d58adf2998909ef217c375abd568aab6f,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,193634,,,1,194494,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_59b6f71d2dd2be749b5f3e3173e083f9d221c421ce5d440b23bf71eb2f1467e2,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,193509,,,1,194369,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_00f9e0d269b7384821e5fef7cdb4dc39e740b816d270f177db1e1f50bc83e2e5,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,192903,,,2,195522,0,100,100,100,NA,100,NA,NA,100,0,0,0,91.6667,NA,59.16667,high
EU_body_00c66ee608ecc55e682e525478419aad4e7f95cc1b296bf274c9a1533e04dec2,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,192645,,,1,193437,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_f4fe1287b7510cc9ab26e400fc38ccee7e5492fe3a6495a3f54c998ab3b0e48e,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,145336,,,1,145920,0,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,42.592589,low
EU_body_dd63c00c9f47f12ff213e9b76dc7a2891f205d19744c3bd701c0c4ebbd2b451d,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,145250,,,1,145834,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_b87851f8d25c6f456e14e934e3e16122aec6ad912003867850da611299774c43,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,145181,,,1,145765,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_e12e24e9bf6a496033a5246fcded4198a3e0ec9f451feccee650edf5bc73eaf3,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,145138,,,1,145722,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_715071411340c48b5fe34a4d02f8570c8f27f2ad6185748c9a4006bd303a27ad,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,145115,,,1,145699,100,0,100,0,0,NA,NA,NA,0,0,0,,,NA,25,low
EU_body_ff6940c5a32c81b75ecc323cda1aa0a608684c28587efe2bdb654b0ee3bad5b6,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,145016,,,2,193546,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_e212434e2742b9319a0425c809cdde2f4e7ba60a83babe6a8d74efbf740088fd,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,144973,,,1,145557,100,100,100,100,NA,NA,NA,NA,0,100,0,0,83.3333,NA,64.814811,high
EU_body_f1f20f70f4db16a17eca611213e8b056b35fc3c18ddbd209716416978bc2625b,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,144881,,,1,145465,100,0,100,100,0,NA,NA,NA,0,100,100,,,NA,62.5,high
EU_body_82bdd06f6cebdc3c1a74af7cbfecd583279001724bf7b6c2b34b4dc5439162ee,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,144847,,,1,145431,100,0,100,100,0,NA,NA,NA,0,0,0,,,NA,37.5,low
EU_body_0428f4b1d275d0d370ebcd4ab73979381b72179304863c11662fa11262c6a9b4,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,144742,,,1,145326,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_58c495d8973348c6ca5ab55462a85baca374f518ff74ea32712ce14b49ef7dde,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,96998,,,1,97385,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_9b6966bf759fcc7da7c5bd037637bd6afa329a5b89deef25eebe825ea98753fe,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,96877,,,1,97264,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_8c6a671ebc83c39a7aec949fc4bb52b523ec4c594c7be9002c2bccecec803963,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,96682,,,1,97069,100,0,100,0,0,NA,NA,NA,0,0,0,,,NA,25,low
EU_body_9999e218d141040daafdd7fb99c1102f3285e7ad9c56316b38e6314c38eb66ca,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,96580,,,1,96967,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_7995a73663993d0882bd0f6c867ff9da31af51e3f66c56a39146109d79f3b2ed,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,96567,,,1,96954,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_f296c44152f1b8e377fc5aa0c368e48c003702a9a8b9d1376320b17470b2394b,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,49199,,,1,49384,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_1c628efd06163b88690781930c012131c6002dbcec9745e74f967cdb96edd459,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,49176,,,1,49361,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_8c98feddef485f11eddc2e8dfefa971b888c482f11f8245961d1435e05cfc3c9,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,49096,,,1,49281,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_0f9b44de94155b14738ffb4e2dc45f8ffbac96408f6eb0c16001eef93d586df0,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,49081,,,1,49266,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_78f7250b1a25d7b995c5500eb9f068ca745e96d929ed10ad94e3b637603e007d,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,48747,,,1,48932,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_027353f5cc0698156d7a20455a9daacf5ce2c9f75809813facf3df2e560824f3,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,48701,,,3,146052,100,0,100,0,0,NA,NA,NA,0,0,0,0,83.3333,NA,25,low
EU_body_c60e3feccb9e93652db2c42154b5de0f48570aa97adefdfe4dd15918f6e1f252,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,48684,,,1,48869,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_566fc3874830b25d3d51b97890a92088d4b95027f1ec18735549ae43616ec8fa,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,48555,,,1,48740,0,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,42.592589,low
EU_body_3ad1ce0c5a2e3591b97944ce0e88bc1ed67ad6f1a67338eb66a9113e9092575d,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,788,,,2,96946,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_986715127a8ddfca442e03a41162120577af6a8c800ecd00f81e08cd3b5e2928,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,759,,,2,193582,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_ebccc32ed62f0d89e667ff2b7883eedabe4dd58f50d10f3d41249e1ffb62464e,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,686,,,1,687,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_6a1e2a4b880f1e71140d56e77676219303689ddc4b9f7a7085ea296abfb189af,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,543,,,1,544,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_14896e39b811257e2813716f5f1823599e480c0976c35529df4879bf80dcb186,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,493,,,1,494,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_5c8a2378773a46de22c04d736ff49c77237b2962e72d46aa72f28d381cbcf641,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,479,,,10,194669,0,100,100,100,NA,NA,NA,NA,0,100,100,0,91.6667,NA,65.740744,high
EU_body_6914e479b5772c476521028de5b02320854e8f2ce7770b1fd429cf4e924fc11e,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,301,,,1,302,100,100,100,100,NA,NA,NA,NA,0,100,100,0,75,NA,75,high
EU_body_22d03c7f87f0a57bf14944a1aa3f7d1e4d4511cd3f3ea70838632d7d6c40563b,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,280,,,1,281,100,100,100,100,NA,NA,NA,NA,0,100,100,0,91.6667,NA,76.851856,high
EU_body_1365877e5e46491bc61515a41eea90fd2cb7cd18a0d5d9942aed043a5c0bdd8b,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,185,,,1,186,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_1fb581e459597fadbad8a7f2a2f1ba32efc2278137b3d7a546997614a19349ca,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,153,,,1,154,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_56104622dfdc755669b47caa697a2565ba0838c0b1951e7199e0c6d0fe35f10f,EU_body_4953d0a2772598198a8aea3214e0b0a96d7e898550246503d1b9db378481a9f7,Undirected,110,,,1,111,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_8968addc03be953034642dfbf6ffac2d97ed2e17a4a3fada43cb18d13ccd07b5,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,193965,,,1,194825,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_c8b338664b484550827b14ba6af6bccb3dd60e186df2962fe5828b64cb938dab,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,193932,,,1,194792,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_24cf4ffb32b0ef3ad50afca8f204cf9dcfcb96ad221b0a290cf4e6f154a9f527,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,193867,,,1,194727,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_f4fe1287b7510cc9ab26e400fc38ccee7e5492fe3a6495a3f54c998ab3b0e48e,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,193451,,,1,194311,100,100,100,100,NA,NA,NA,NA,0,100,0,0,83.3333,NA,64.814811,high
EU_body_4826f5ae7abe2de0eb13bf46add427feaf37c3173d4547bc848534f988f5bcfa,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,192626,,,1,193418,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_1fb581e459597fadbad8a7f2a2f1ba32efc2278137b3d7a546997614a19349ca,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,145479,,,1,146063,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_75834e19b1fb1fecaf134c5046c8de8ad504ec034c18cb3032a01a78a38ef356,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,96885,,,1,97272,100,100,100,100,NA,NA,NA,NA,100,0,100,0,83.3333,NA,75.925922,high
EU_body_6a1e2a4b880f1e71140d56e77676219303689ddc4b9f7a7085ea296abfb189af,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,48877,,,2,145397,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_e12e24e9bf6a496033a5246fcded4198a3e0ec9f451feccee650edf5bc73eaf3,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,48637,,,1,48822,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_8c897b3d9b7e5c88a25c1d6325fa08b2374759aae0991e7f40d682354b0c0054,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,1929,,,1,2114,100,100,100,100,NA,100,NA,NA,100,0,100,0,91.6667,NA,79.16667,high
EU_body_4fb0463f9aece404edc8449bbf4a22d78244ca13297ef5e38f043e3572503f48,EU_body_990827bdc233f5904e562dd3e8492e79e1b63a41a41bb27f4400b5abc2b10f01,Undirected,513,,,1,514,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_59b6f71d2dd2be749b5f3e3173e083f9d221c421ce5d440b23bf71eb2f1467e2,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,193493,,,1,194353,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_f4fe1287b7510cc9ab26e400fc38ccee7e5492fe3a6495a3f54c998ab3b0e48e,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,193447,,,1,194307,100,100,100,100,NA,NA,NA,NA,0,100,0,0,83.3333,NA,64.814811,high
EU_body_08c44882bba356d4757139d98532103ac814bdb051e04293ec156a11de9dfe96,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,145411,,,1,145995,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_8db039b60ffd9798b79d84a8365a831d58adf2998909ef217c375abd568aab6f,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,145036,,,1,145620,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_027353f5cc0698156d7a20455a9daacf5ce2c9f75809813facf3df2e560824f3,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,144933,,,1,145517,100,0,100,0,0,NA,NA,NA,0,0,0,,,NA,25,low
EU_body_6a1e2a4b880f1e71140d56e77676219303689ddc4b9f7a7085ea296abfb189af,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,144763,,,5,195949,100,100,100,100,NA,100,NA,NA,0,0,100,0,83.3333,NA,68.33333,high
EU_body_58c495d8973348c6ca5ab55462a85baca374f518ff74ea32712ce14b49ef7dde,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,96997,,,1,97384,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_3a54dfbb817ac6f0fadbbb6fee27f7cd3d93dd91369d4925af7280414cceda0d,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,96799,,,1,97186,100,0,100,0,0,NA,NA,NA,0,0,0,,,NA,25,low
EU_body_9999e218d141040daafdd7fb99c1102f3285e7ad9c56316b38e6314c38eb66ca,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,96593,,,1,96980,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_b693668a01961a81647f3a37136af9a4e7689072c0b075a3254cd4b39b118c02,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,49211,,,1,49396,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_e12e24e9bf6a496033a5246fcded4198a3e0ec9f451feccee650edf5bc73eaf3,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,48648,,,1,48833,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_00f9e0d269b7384821e5fef7cdb4dc39e740b816d270f177db1e1f50bc83e2e5,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,48509,,,1,48694,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_5c8a2378773a46de22c04d736ff49c77237b2962e72d46aa72f28d381cbcf641,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,435,,,6,195586,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
EU_body_22d03c7f87f0a57bf14944a1aa3f7d1e4d4511cd3f3ea70838632d7d6c40563b,EU_body_365e7bca5a29c5fdb5591ba00a1433d48a8872f2c17945fd8abba159e1b81cb5,Undirected,119,,,1,120,100,100,100,100,NA,NA,NA,NA,100,0,100,0,83.3333,NA,75.925922,high
EU_body_f680ae0e0f049bb259d20c2512cf2d18de535e1d4f7d077a435f6f7d0be4b691,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,194531,,,1,195541,0,100,100,100,NA,100,NA,NA,0,0,0,0,83.3333,NA,48.33333,medium
EU_body_8968addc03be953034642dfbf6ffac2d97ed2e17a4a3fada43cb18d13ccd07b5,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193958,,,1,194818,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_091500057b87790bb93802ed874132fb8058d291d2d6d4464192c62a05f64dce,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193900,,,1,194760,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_6c9b9f5dd1e5ced4ef46c8f515a3521b94c89ba4c8fdb132e4e3eb666c3d6caf,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193847,,,1,194707,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_63802a51fbe66af7f2e4b61756703c4fe92a7f769ed63dd5a5567f4ae9ece476,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193677,,,1,194537,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_069b826a132bb3e5e19822f7cdd621e99ce1fcd082f364abe682935ffc590b1f,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193674,,,1,194534,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_8db039b60ffd9798b79d84a8365a831d58adf2998909ef217c375abd568aab6f,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193618,,,1,194478,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_59b6f71d2dd2be749b5f3e3173e083f9d221c421ce5d440b23bf71eb2f1467e2,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193497,,,1,194357,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_fe75a7305b16168e9630a605678d1417de25aa4528877df51eb1aabc3b8a8364,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,193483,,,1,194343,100,100,100,100,NA,NA,NA,NA,100,0,100,0,83.3333,NA,75.925922,high
EU_body_826888db7710351306c4cc504a85b107f5a02cf15723226657f394352eb4768c,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,192956,,,1,193748,100,100,100,100,NA,NA,NA,NA,0,0,100,0,83.3333,NA,64.814811,high
EU_body_00f9e0d269b7384821e5fef7cdb4dc39e740b816d270f177db1e1f50bc83e2e5,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,192890,,,1,193682,100,100,0,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,54.629633,high
EU_body_ba6c684fd5299dbeea31bcd5f217a74f46554dfbd2fd2318ccb90de04a20382d,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,192678,,,1,193470,100,100,100,100,NA,NA,NA,NA,100,0,100,0,83.3333,NA,75.925922,high
EU_body_a984c4700472b003ea4cf255fa535548d8ee7a3f774bf64b7fe6875ba5687955,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,192658,,,1,193450,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_00c66ee608ecc55e682e525478419aad4e7f95cc1b296bf274c9a1533e04dec2,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,192643,,,1,193435,100,100,100,100,NA,NA,NA,NA,0,0,0,0,83.3333,NA,53.7037,high
EU_body_4826f5ae7abe2de0eb13bf46add427feaf37c3173d4547bc848534f988f5bcfa,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,192616,,,1,193408,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_5b27c9616db76ac464c82d964ce0ff7f0157e8b2b36c9247177f95310cce8258,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,146231,,,2,194620,100,100,100,100,NA,NA,NA,NA,100,0,0,0,83.3333,NA,64.814811,high
EU_body_986ffcb65f81f75079893fb97ea842fc39e8f1cb14492fd9680a3084a9fef184,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,145403,,,2,194249,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_1f3c278ccf29358da066873c3cfc9b2e6d2e1d4b10ba723eaf1e27e44e142ac4,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,145381,,,1,145965,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_70d4999bed1c78b040876ecb337de547824804a2d7091c94fa50f14e042c1509,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,145344,,,1,145928,100,100,100,100,NA,NA,NA,NA,100,0,100,0,83.3333,NA,75.925922,high
EU_body_3971eb1317843936eb4f7b38d5784473fd157eb3033115166880363c9304ea7b,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,145235,,,3,146731,100,100,100,100,NA,100,NA,NA,0,0,100,0,83.3333,NA,68.33333,high
EU_body_ff6940c5a32c81b75ecc323cda1aa0a608684c28587efe2bdb654b0ee3bad5b6,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,145023,,,2,193532,100,100,100,100,NA,NA,NA,NA,0,0,100,0,91.6667,NA,65.740744,high
EU_body_88583f0af4c90de352e393d8af5499b20bc4b9a43980df539ffb3282ff94b780,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,144980,,,1,145564,100,100,100,100,NA,NA,NA,NA,0,100,100,0,83.3333,NA,75.925922,high
EU_body_e212434e2742b9319a0425c809cdde2f4e7ba60a83babe6a8d74efbf740088fd,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,144961,,,1,145545,100,100,100,100,NA,NA,NA,NA,0,100,0,0,83.3333,NA,64.814811,high
EU_body_4a9a55a463758c6ef8ba4db64dd911ba21a43539b0d9c90c454709a7875a18e4,EU_body_bf4c73990c32b47a0e217cd0456acdcda7ee5cf8b97deffb1e8bbfc48fda3b5a,Undirected,144836,,,1,145420,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
