Source,Target,Type,Id,Label,timeset,Weight,a,tender_indicator_integrity_single_bid,tender_indicator_integrity_call_for_tender_publication,tender_indicator_integrity_advertisement_period,tender_indicator_integrity_procedure_type,tender_indicator_integrity_decision_period,tender_indicator_integrity_tax_haven,tender_indicator_integrity_new_company,tender_indicator_administrative_centralized_procurement,tender_indicator_administrative_electronic_auction,tender_indicator_administrative_covered_by_gpa,tender_indicator_administrative_framework_agreement,tender_indicator_administrative_english_as_foreign_language,tender_indicator_administrative_notice_and_award_discrepancies,tender_indicator_transparency_number_of_key_missing_fields,mean_cri,cri_cat
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_88c25366440958cccb2cd8d4fee8e0b549da766c44301cd3afc0ab33055dd416,Undirected,145950,,,1,146593,100,100,100,100,NA,100,NA,NA,0,0,0,0,90.9091,NA,59.09091,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_33bbe6db3f7caf0f3382a92dcb0ab65e956616ca06393bf5e01cb3c9fafbbf78,Undirected,145949,,,1,146592,100,100,100,100,NA,100,NA,NA,0,0,0,0,90.9091,NA,59.09091,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_01f903bd937abc76e856d68118d3ef43c83b0904424dc5e50785c8b42f640f4c,Undirected,145948,,,1,146591,100,100,100,100,NA,100,NA,NA,0,0,0,0,90.9091,NA,59.09091,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_9f048248f35db53f7fd617bc8191fbd128d65c2cd51f1a3b1219010234c44a9a,Undirected,145839,,,1,146470,0,0,100,0,0,100,NA,NA,0,0,0,,,NA,22.222222,low
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_044ab55b3cae9a7ed028336b1c61aabd6db17e47d34e59dbb1cd7f68b0cfebf7,Undirected,50270,,,1,50657,100,100,100,100,NA,100,NA,NA,0,0,100,0,90.9091,NA,69.09091,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_5f7bd1ae073142e3c51feb16960a8a1393711fd18544d4e5c281921dcab934b3,Undirected,49371,,,1,49556,100,100,100,100,NA,100,NA,NA,0,0,0,0,91.6667,NA,59.16667,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_f3fce266ebb838b7929ec3e5a12273eca585bd4c77e4b3f2ef118a4f6b4db3ee,Undirected,1173,,,1,1194,100,100,100,100,NA,100,NA,NA,0,0,0,100,91.6667,NA,69.16667,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_913bb4cbe9211336d3d3d19f6161794a1788b4eb40994debee303662f915cd59,Undirected,545,,,1,546,100,100,100,100,NA,NA,NA,NA,0,0,0,100,91.6667,NA,65.740744,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_dd29373e6825aa4eea622f5c08a747218c53b20658bc46861dfe316e31540544,Undirected,544,,,1,545,100,100,100,100,NA,NA,NA,NA,0,0,0,100,91.6667,NA,65.740744,high
EU_body_c837327caee655af2700d81a6afc0a7e16f702a7edb4f243cb905a37fae57403,EU_body_5af5e43f0f47b5f950e8a25b07713873199c765065e40e2b658072ddc50ee9ca,Undirected,0,,,1,1,100,100,100,100,NA,NA,NA,NA,0,0,100,100,90.9091,NA,76.767678,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_e8cc1554cde9724903f94599ad4960eba8b3c4efe3d6405ddab6db8ef87470eb,Undirected,194211,,,1,195116,0,0,100,0,0,100,NA,NA,0,0,0,,,NA,22.222222,low
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_f7e8ce1f09b99b79d759240b5de944dad4e75741479795ae84a4bd8a9ae4f026,Undirected,193980,,,1,194840,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_8fffd3a6c464c602470cc7f0f609c27390c48909ed071db2de80fa55ba41c261,Undirected,193642,,,1,194502,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_6c112b140ea8d32ec8887ce70638e20c77bcfb86314b28074e84a21fac9e05da,Undirected,193641,,,1,194501,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_64ae9e12ab1f495fe847ac73ec59716a35a4990faf7655de535bb3d19a33379d,Undirected,145669,,,1,146260,0,0,100,0,0,100,NA,NA,0,0,0,,,NA,22.222222,low
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_a8a82a5c7dcf1fe21a1f0f76630df2ca63f8f256f40cebbf0fe319faecb75523,Undirected,145668,,,1,146259,0,0,100,0,0,100,NA,NA,0,0,0,,,NA,22.222222,low
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_dec8626fb39e2d7b24e6e507b9646e0e0781d012140c6d08af236b3359fc39e4,Undirected,145391,,,1,145975,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_3f8857f22c25454236e366736f6b11063e69ce7389f3116f2be7ffb9849ef499,Undirected,145390,,,1,145974,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_53702ff72f8815a0a579d8848135ffe026afbef4e6789201b8b81a9b55317916,Undirected,97772,,,1,98219,100,100,100,100,NA,100,NA,NA,0,0,0,0,91.6667,NA,59.16667,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_da8dfc0a0993b008beb0dd6180a157a2f84853a41ecb0de9f6a8c99c442d48ab,Undirected,97771,,,1,98218,100,100,100,100,NA,100,NA,NA,0,0,0,0,91.6667,NA,59.16667,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_e5ce1fd8632e4f5d4e802d05f80289f612d096b3ae2912e1bdaef5b3566edfe1,Undirected,96784,,,2,145968,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_8fe93cac8b5915d6fed4ec4c36a5219b5e187c7adb6229f2a3918529858bad4f,Undirected,96782,,,2,145976,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_cd90c146af9815ec5f5a98a87b20b6ccfbf3f32b445495df7c1be0e88c819f83,Undirected,96779,,,1,97166,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_168ed804452e70956f3347ed319c3e1e953ad4b174b7eba165808b48e6539bc6,Undirected,96778,,,1,97165,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_f53d2d1fbc5c4d7516494dc4b0ef5d5051b4bed9fd14b5d57754ac3c8ae00388,Undirected,96777,,,2,145969,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_cc828c053b3970be0d44624eeba96e0a221add4cb6785a88adf5d2c6969bb52f,Undirected,96776,,,2,97167,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_b8647d7860172904e5a64041683baaae28bde0f0d5f62af46d913cc504ec86a9,Undirected,96775,,,1,97162,100,100,100,100,NA,NA,NA,NA,100,100,100,0,91.6667,NA,87.962967,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_5996db0dcc8631b149cd1438b9aa1c3f883d65dfb797d50be94eab7b33502c9c,Undirected,96774,,,3,145971,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_b5f5eb6af735433ee7a8a2db6977fb4eee5d874373ef548f852d264895d0f5ac,Undirected,96771,,,3,145970,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_f3674c73d44051ae5141cd263847865f31fe5af88bec28e6fee9e17118ed7785,Undirected,49959,,,1,50268,0,100,100,100,NA,100,NA,NA,0,0,100,0,83.3333,NA,58.33333,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_4f7e65c91314e6ab872c16d0a48c152e6b8d24aa6a78892ca960b030ec9c1bb3,Undirected,2130,,,1,2315,100,100,100,100,NA,100,NA,NA,0,0,100,0,91.6667,NA,69.16667,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_37106a3612ef08ad55d6cf2e8b809cd1ec57a1a85ad59fadd27916216ee1662e,Undirected,890,,,1,891,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_3e629dec7df936ea480d1c12aa89640ce6fb9f5898efbf3880f5e61740d6d02d,Undirected,889,,,1,890,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_7eef8213497d764aab0bcc3f8914b9fe019992288e0f289af7f7d60f0a36efc5,Undirected,888,,,1,889,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_9b5ee3cef38aaec612fd6e9373c8bde9ee635e7c543fe9602e54171b41571c01,Undirected,887,,,1,888,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_de184f4e2196643192df3b9106870667dc9ccf89bbd76fce27decd87dc89bfa6,Undirected,694,,,1,695,100,100,100,100,NA,NA,NA,NA,100,100,100,0,91.6667,NA,87.962967,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_6e2ac812c514486eadb3d1d288933758156ca2361a2ce7babaced85561cb8293,Undirected,693,,,1,694,100,100,100,100,NA,NA,NA,NA,100,100,100,0,91.6667,NA,87.962967,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_2089d9b6b4f79a1748047807c2631be074fbf94ef5f207ac2004eb6b6e2b651f,Undirected,692,,,1,693,100,100,100,100,NA,NA,NA,NA,100,100,100,0,91.6667,NA,87.962967,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_ca989b52c2a71c07d7a436717b8d801b72bba662a041d6aea5885427588c2cc6,Undirected,265,,,1,266,0,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,43.518522,low
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_968e87c921eb9a67df15005197e45ee0f95a95b73116bc89d507259814b43d8d,Undirected,264,,,1,265,0,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,43.518522,low
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_67bcef19fac76b5b6b7f4273d0d1f034c79667b1fff26df361194a00c9325e12,Undirected,263,,,1,264,0,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,43.518522,low
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_a7fcbf75804ea0c8140af264d7476848b19f0a7457fcdd2d36277a6dac7264d1,Undirected,7,,,2,145977,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_b1a0c1a67cace935f7433a42549cb4ea426e9fc3e881076a0afb7e9b0f02d6a6,Undirected,6,,,2,145978,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_57f88a9bd81f1379222480aed8bc5002b6adc73e57163f8c7fc95a697a5d18bd,Undirected,5,,,2,145972,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_f1755f2ca381730350b003cf3ac657cf58044b77835cda36af14cb98188607c1,Undirected,4,,,1,5,100,100,100,100,NA,NA,NA,NA,100,0,100,0,83.3333,NA,75.925922,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_5402872485b3cb58b84935cc316b7e404f544f92996920d481bc25d0b69d59c3,Undirected,3,,,2,97159,100,100,100,100,NA,NA,NA,NA,100,100,100,0,91.6667,NA,87.962967,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_ed54c2dea4c87ed37955b5d87b89f69b3f7fe76a1d239c8cbd7362b26b773377,Undirected,2,,,4,145973,100,100,100,100,NA,NA,NA,NA,100,0,100,0,91.6667,NA,76.851856,high
EU_body_a427a0ac758cb69e365f08980b40908badbbe6f1635986cb69a48e7c7b462bf5,EU_body_7c792bd21e2736a84a3d5d481271d3236155b0460cb4e7d5e135d6b381b2d21e,Undirected,1,,,1,2,100,100,100,100,NA,NA,NA,NA,100,0,100,0,83.3333,NA,75.925922,high
EU_body_a05f3d7f04b69324725d4d11ac383a69b8232dc8f7f750516899f4efb3801196,EU_body_7c792bd21e2736a84a3d5d481271d3236155b0460cb4e7d5e135d6b381b2d21e,Undirected,553,,,1,554,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_a05f3d7f04b69324725d4d11ac383a69b8232dc8f7f750516899f4efb3801196,EU_body_57f88a9bd81f1379222480aed8bc5002b6adc73e57163f8c7fc95a697a5d18bd,Undirected,551,,,1,552,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_74c8a9a8e791d9ae79db34ce04a9837fad2363917335a43b975149a02eaff0ed,EU_body_b1a0c1a67cace935f7433a42549cb4ea426e9fc3e881076a0afb7e9b0f02d6a6,Undirected,193651,,,1,194511,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_a05f3d7f04b69324725d4d11ac383a69b8232dc8f7f750516899f4efb3801196,EU_body_b1a0c1a67cace935f7433a42549cb4ea426e9fc3e881076a0afb7e9b0f02d6a6,Undirected,555,,,1,556,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_74c8a9a8e791d9ae79db34ce04a9837fad2363917335a43b975149a02eaff0ed,EU_body_a7fcbf75804ea0c8140af264d7476848b19f0a7457fcdd2d36277a6dac7264d1,Undirected,97777,,,2,194510,100,100,100,100,NA,NA,NA,NA,100,0,0,0,91.6667,NA,65.740744,high
EU_body_a05f3d7f04b69324725d4d11ac383a69b8232dc8f7f750516899f4efb3801196,EU_body_a7fcbf75804ea0c8140af264d7476848b19f0a7457fcdd2d36277a6dac7264d1,Undirected,547,,,1,548,100,100,100,100,NA,NA,NA,NA,0,0,0,0,91.6667,NA,54.629633,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_35334b37bf5e572f2e5c9719a8f4daa5cbe405989d6b5b8f48e465ebc39f7906,Undirected,194242,,,1,195147,100,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,78.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_2286d12f0a18c25fb7817100ff57a33b810d8aa3e0ca0972aceb7d2902e9f57e,Undirected,194241,,,1,195146,100,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,78.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_d1e1aec1619df9fe570311a997c946b371de6b6ecca1bde7bb3a2c4c958625ac,Undirected,194240,,,1,195145,100,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,78.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_29d28abb42320c3feca469020a1c301d657efee92f674e27238d55549e256c20,Undirected,194239,,,1,195144,100,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,78.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_c19835c2e0577da4eda1bd3128d5a2eabc0bf2870db21db6e8e65a9e55abf59a,Undirected,146254,,,1,147046,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_f9a334b70187be8257fec6782d1fc234f44e7b6136aaabdab8fb0e0a7d89be85,Undirected,146253,,,1,147045,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_7573a884bc978d9f8df57efb3c3b7d6769f728b989b1c37352885a1ebc91ca9e,Undirected,146252,,,1,147044,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_3d5df0f2f50747ef82cc76351b64625928ee765071c10be1a9c4c6595e4ab045,Undirected,146251,,,1,147043,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_47dfe34e33d1c01a9f782efda9adb6a16d7bd7e242809ae0e6714ebdbe6047c2,Undirected,145628,,,1,146214,0,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,69.16667,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_db9fb0a0061f7e44380dabd70eb9d433b6fa15082060773e36e2bf699f78c05a,Undirected,98337,,,1,98895,0,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,68.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_29764cee3a46e7c55c74d51c4c9d308ea76940d4eef001aaeeb2dcf04b8f1a5c,Undirected,98334,,,2,146271,0,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,68.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_98805d87bab984bcece1e8174c5ac7bbf84b4b07076f8aa9848d3b31545833c4,Undirected,97022,,,1,97409,100,100,100,100,NA,NA,NA,NA,0,100,100,0,83.3333,NA,75.925922,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_8816f3c616afce9a18d904fbed4cd6c5ca05d23f94ead2d81aa006ebe24db172,Undirected,97021,,,1,97408,100,100,100,100,NA,NA,NA,NA,0,100,100,0,83.3333,NA,75.925922,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_b68d8fe7715f07f39921a544ca06f03a42c047e344e6e5259bbdc8542bc56204,Undirected,97019,,,1,97406,100,100,100,100,NA,NA,NA,NA,0,100,100,0,83.3333,NA,75.925922,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_1fb3c20ef9185ca39c2950de2415aa2965d033d22b1d4dd76e31ac29ee2bac4a,Undirected,97016,,,1,97403,100,100,100,100,NA,NA,NA,NA,0,100,100,0,83.3333,NA,75.925922,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_2127242a0b1addc1fc2dff9d8a3b376649464d48eb1ded884de56ece728323a8,Undirected,97015,,,1,97402,100,100,100,100,NA,NA,NA,NA,0,100,100,0,83.3333,NA,75.925922,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_86d9e164dce0e6739934498051f2562c2a1b7eac5cc7177526d6d065b2944c31,Undirected,97010,,,1,97397,100,100,100,100,NA,NA,NA,NA,0,100,100,0,83.3333,NA,75.925922,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_4be9349d4a6d82a88adf42840e8412b8ecf56aeb795298452a0e73f8e059be42,Undirected,50113,,,1,50470,100,0,100,0,0,100,NA,NA,0,0,0,,,NA,33.333333,low
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_63ec020f75230660313d69ce28ce3c2daae6b5b231cd0a114dbc9f56d1f42a09,Undirected,50112,,,4,194499,0,0,100,0,0,NA,NA,NA,0,0,0,0,83.3333,NA,12.5,low
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_085cc3da887f17694f124960d442a3fd76b8063bc898a4499146479401e539a9,Undirected,49978,,,2,195159,0,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,68.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_5f875bac4e9e8a89465fefdf75254d488984bf7aa96d13d8cd62db27bdd639c4,Undirected,49927,,,1,50236,100,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,78.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_441b02c9e62c35861949da03b109b3f57712ad4bd29ab4dd9ff5e4f11bbd4cdf,Undirected,49926,,,1,50235,100,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,78.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,hash::group_EU_body_716144e580286f16bb37f61fcd28a8dba20a0104a29181dda61ac9403acdab63,Undirected,49925,,,2,147042,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_b2dbfd0d940c23a9203b1d5b1da2b1a65ebebb3ecc4ee9dfba428292348bb44f,Undirected,49024,,,4,194498,0,0,100,0,0,NA,NA,NA,0,0,0,0,91.6667,NA,12.5,low
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_40ccbc7331fc972210a04815bd1c90393813f77233708e5cecd73212b1464c8b,Undirected,2081,,,2,97495,100,0,100,0,0,100,NA,NA,0,0,0,,,NA,33.333333,low
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_5789dc58fb76d0f3c1c6136486a9d23623b77aa71ce4420553ed9e421ba61751,Undirected,1836,,,2,146231,0,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,68.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_e814814dea516bd5322b1467b0bad7e2b882a87424278f1301128953092f57f6,Undirected,1835,,,2,146232,0,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,68.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_82145028b9d8dd720c27d43352f9790c049964bbbec6df0c2a8a096f8879dc75,Undirected,1808,,,1,1993,100,100,100,100,NA,100,NA,NA,0,100,0,0,81.8182,NA,68.18182,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_3a3675c629e9db403e370e6bef97534f62e36e0e2a1e43d61cca857760093dd7,Undirected,1807,,,1,1992,100,100,100,100,NA,100,NA,NA,0,100,0,0,81.8182,NA,68.18182,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_2d323a39752793a2c95c6d1cc6904856ab0c5181d43edcdc2ee6d15f5fbeec7a,Undirected,1806,,,1,1991,100,100,100,100,NA,100,NA,NA,0,100,0,0,81.8182,NA,68.18182,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_8bddd6a8ae1f3fdc01943d3e658982c5c076623c93ee6ed5e751a7b940ccc5ce,Undirected,1805,,,1,1990,100,100,100,100,NA,100,NA,NA,0,100,0,0,81.8182,NA,68.18182,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_ab9f32ba8c0dc28723520b5ac20861d53bb2e5d28148a81e3fb146bf6638b4ed,Undirected,1804,,,1,1989,100,100,100,100,NA,100,NA,NA,0,100,0,0,81.8182,NA,68.18182,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_4c0ef88ea6007f91447c3e042f10a62fd64b9148abc8f9eaa5cecb7dd9695d70,Undirected,1802,,,1,1987,0,100,100,100,NA,100,NA,NA,0,100,100,0,83.3333,NA,68.33333,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_d951017b5c33cf09e1886f61055dafb0343e82857b5211a0255d6b33ab19714d,Undirected,1402,,,2,147041,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
EU_body_c1494c0779a1aff2c3ef141b1bfbee5d5995d550dbdb91e8de900baa89d6357a,EU_body_77712cd74dbbb2aee02fec7ee87859b3e0242410fb7088b2676abcab525c39d8,Undirected,1401,,,1,1476,100,100,100,100,NA,100,NA,NA,0,100,100,0,91.6667,NA,79.16667,high
